id,time,female,age,yincome,savings,retirement,meeting
17,2,TRUE,52,33798.3176935996,1723.71420237358,8.6185710118679,FALSE
17,3,TRUE,53,35292.1209605215,1658.72968514451,8.29364842572254,FALSE
17,4,TRUE,54,36674.7302143854,1320.29028771787,5.2811611508715,FALSE
18,0,TRUE,65,41699.938867553,5504.39193051699,176.140541776544,FALSE
18,1,TRUE,66,43059.4455336741,5081.01457297354,142.268408043259,FALSE
18,2,TRUE,67,44375.2791298708,5058.78182080527,136.587109161742,FALSE
18,3,TRUE,68,45872.8961828895,5275.3830610323,147.710725708904,FALSE
18,4,TRUE,69,47205.3244609705,5759.0495842384,167.012437942914,FALSE
19,0,TRUE,83,72006.4288517923,18721.671501466,692.701845554242,TRUE
19,1,TRUE,84,73279.6102865633,18539.7414025005,667.430690490019,TRUE
19,2,TRUE,85,74433.9043243664,24466.9224537462,4798.02511502563,TRUE
19,3,TRUE,86,75576.0877725309,24011.028831008,4660.60116974114,TRUE
19,4,TRUE,87,76791.6309142749,23552.5070813449,4524.49592914617,TRUE
20,0,FALSE,43,65243.399316585,14745.0082455482,0,FALSE
20,1,FALSE,44,66456.1375140195,13224.7713652899,0,FALSE
20,2,FALSE,45,67873.3512119351,13574.670242387,0,FALSE
20,3,FALSE,46,69293.2641254783,12680.6673349625,0,FALSE
20,4,FALSE,47,70503.6749623345,12197.1357684839,0,FALSE
21,0,FALSE,69,43500.5303452892,5437.56629316116,152.251856208512,FALSE
21,1,FALSE,70,44880.8959304886,5699.87378317205,159.596465928817,FALSE
21,2,FALSE,71,46236.0536193504,5918.21486327686,165.710016171752,FALSE
21,3,FALSE,72,47553.22316451,5801.49322607022,156.640317103896,FALSE
21,4,FALSE,73,49032.1052582818,5246.43526263615,125.914446303268,FALSE
22,0,FALSE,79,58158.349123299,11689.8281737831,455.903298777541,TRUE
22,1,FALSE,80,59443.7719698952,12304.8607977683,492.194431910732,TRUE
22,2,FALSE,81,60866.0516366816,15442.1246081892,2132.59630058206,TRUE
22,3,FALSE,82,62177.4814467478,14717.8259423316,1988.41535279765,TRUE
22,4,FALSE,83,63580.6955074496,16830.2355748404,2357.95839229164,TRUE
23,0,FALSE,32,51104.5818780892,8483.36059176281,330.85106307875,TRUE
23,1,FALSE,33,52535.3537385777,9981.71721032976,449.177274464839,TRUE
23,2,FALSE,34,53840.3535715024,13282.7755189648,1927.3641815044,TRUE
23,3,FALSE,35,55107.9889469126,12989.321770519,1845.81533820728,TRUE
23,4,FALSE,36,56368.2755422633,13117.2749280957,1863.99780415891,TRUE
24,0,TRUE,61,70173.4139012726,18315.2610282322,879.132529355143,FALSE
24,1,TRUE,62,71589.5377299162,17682.6158192893,795.717711868019,FALSE
24,2,TRUE,63,72948.4927047734,18164.1746834886,835.552035440474,FALSE
24,3,TRUE,64,74323.3455578667,18357.8663527931,826.103985875688,FALSE
24,4,TRUE,65,75684.283092937,20132.0193027212,986.468945833341,FALSE
25,0,TRUE,26,35312.4480486662,2966.24563608796,0,FALSE
25,1,TRUE,27,36690.4963726509,3118.69219167532,0,FALSE
25,2,TRUE,28,38089.4376228303,2742.43950884378,0,FALSE
25,3,TRUE,29,39511.3751269733,3002.86450964997,0,FALSE
25,4,TRUE,30,40988.8916405289,3607.02246436655,0,FALSE
26,0,FALSE,35,45799.0194567838,6457.66174340651,103.322587894504,FALSE
26,1,FALSE,36,47255.5551715856,6757.54438953673,108.120710232588,FALSE
26,2,FALSE,37,48714.9996332341,7355.96494461835,125.051404058512,FALSE
26,3,FALSE,38,50068.0242793391,7460.13561762153,126.822305499566,FALSE
26,4,FALSE,39,51378.8708672974,7244.42079228894,108.666311884334,FALSE
27,0,TRUE,43,59240.5823038836,12381.2817015117,619.064085075584,FALSE
27,1,TRUE,44,60626.949871184,12610.4055732063,630.520278660313,FALSE
27,2,TRUE,45,61981.5605504714,11838.47806514,532.731512931302,FALSE
27,3,TRUE,46,63439.2295035118,12687.8459007024,596.328757333011,FALSE
27,4,TRUE,47,64642.2195420445,12346.6639325305,555.599876963872,FALSE
28,0,TRUE,18,46934.7485811991,6946.34279001747,145.873198590367,FALSE
28,1,TRUE,19,48245.8254447375,7912.31537293694,189.895568950487,FALSE
28,2,TRUE,20,49534.2704698411,7479.674840946,164.552846500812,FALSE
28,3,TRUE,21,50903.6455299259,8348.19786690785,200.356748805788,FALSE
28,4,TRUE,22,52228.8875543595,8461.07978380623,203.06591481135,FALSE
29,0,TRUE,43,41158.3146787391,4980.15607612743,49.8015607612743,TRUE
29,1,TRUE,44,42459.614891171,4076.12302955241,32.6089842364193,TRUE
29,2,TRUE,45,43947.6319439608,7414.2596009723,1238.94145271159,TRUE
29,3,TRUE,46,45262.5922595172,7545.57702123671,1260.8849243709,TRUE
29,4,TRUE,47,46669.3900896892,7640.09146337147,1269.03843423021,TRUE
30,0,TRUE,75,51654.4594339616,8729.60364433951,165.862469242451,TRUE
30,1,TRUE,76,53082.963220989,9608.01634299901,201.768343202979,TRUE
30,2,TRUE,77,54514.2144458152,13667.0783638333,2447.80815656173,TRUE
30,3,TRUE,78,55783.8148606948,13985.3756838499,2518.8013839171,TRUE
30,4,TRUE,79,57165.497496532,14674.7657516799,2642.96227141576,TRUE
31,0,FALSE,40,34717.4752252755,2881.55044369786,34.5786053243744,TRUE
31,1,FALSE,41,36153.9693373251,3145.39533234728,37.7447439881674,TRUE
31,2,FALSE,42,37572.7402536126,5061.29954421425,562.323126638519,TRUE
31,3,FALSE,43,38945.9463983568,5402.06338682754,600.182847793081,TRUE
31,4,FALSE,44,40416.2002701512,5686.82983813975,631.821117740309,TRUE
32,0,FALSE,49,43732.7272025623,5860.18544514335,187.525934244587,FALSE
32,1,FALSE,50,45144.5106210776,6139.65344446655,196.46891022293,FALSE
32,2,FALSE,51,46606.89843918,6571.57267992439,223.433471117429,FALSE
32,3,FALSE,52,47949.7387843935,7192.46081765903,258.928589435725,FALSE
32,4,FALSE,53,49317.0574171488,7298.92449773803,255.462357420831,FALSE
33,0,TRUE,57,55929.0649393079,10570.5932735292,295.976611658818,TRUE
33,1,TRUE,58,57245.0741801026,10361.3584265986,269.395319091563,TRUE
33,2,TRUE,59,58569.4625387953,14625.1867354148,2692.53371265947,TRUE
33,3,TRUE,60,59843.0184385448,14823.5161291811,2743.87016968902,TRUE
33,4,TRUE,61,61066.7320455078,15737.3054990185,2928.75218899449,TRUE
34,0,FALSE,50,38409.8227540694,4378.71979396391,74.4382364973865,TRUE
34,1,FALSE,51,39734.7126147223,4648.96137592251,79.0323433906826,TRUE
34,2,FALSE,52,41077.9677500797,6724.73820928227,780.759042873564,TRUE
34,3,FALSE,53,42492.6568150072,6573.89836479715,750.098360297373,TRUE
34,4,FALSE,54,43913.7508496662,7628.11238788512,893.271172615328,TRUE
35,0,TRUE,30,29007.7297360752,2030.54108152527,0,FALSE
35,1,TRUE,31,30368.1062276113,2247.23986084324,0,FALSE
35,2,TRUE,32,31752.1149738071,2476.66496795695,0,FALSE
35,3,TRUE,33,33103.4867945366,1986.2092076722,0,FALSE
35,4,TRUE,34,34545.2208735786,1347.26361406957,0,FALSE
36,0,FALSE,72,51182.8601595705,8649.90336696742,0,FALSE
36,1,FALSE,73,52484.1346835647,8712.36635747175,0,FALSE
36,2,FALSE,74,53799.2758134785,9737.6689222396,0,FALSE
36,3,FALSE,75,55233.5663052923,10660.0782969214,0,FALSE
36,4,FALSE,76,56511.2461734711,11245.7379885208,0,FALSE
37,0,TRUE,62,48883.3386619354,7332.50079929031,263.970028774451,TRUE
37,1,TRUE,63,50332.904334006,7298.27112843087,255.43948949508,TRUE
37,2,TRUE,64,51738.1869939866,10539.4149161158,2014.10873480543,TRUE
37,3,TRUE,65,53065.5505582179,11658.8565656313,2263.01342312554,TRUE
37,4,TRUE,66,54485.0810973629,11534.8562756224,2227.40979825482,TRUE
38,0,FALSE,70,45948.4115950711,6432.77762330996,180.117773452679,FALSE
38,1,FALSE,71,47399.7203179715,5782.76587879253,138.786381091021,FALSE
38,2,FALSE,72,48803.4004743468,6051.621658819,151.290541470475,FALSE
38,3,FALSE,73,50251.967127954,6381.99982525015,159.549995631254,FALSE
38,4,FALSE,74,51647.9863458357,6146.11037515445,141.360538628552,FALSE
39,0,FALSE,25,28072.1964843135,1235.17664530979,4.94070658123917,FALSE
39,1,FALSE,26,29514.133135533,1328.13599109899,5.31254396439594,FALSE
39,2,FALSE,27,30931.3127957827,1701.22220376805,6.80488881507218,FALSE
39,3,FALSE,28,32428.8275223897,1783.58551373144,7.13434205492574,FALSE
39,4,FALSE,29,33867.0169752092,1896.55295061172,9.48276475305858,FALSE
40,0,FALSE,65,63272.7605650159,13793.4618031735,0,FALSE
40,1,FALSE,66,64572.3594810982,14399.6361642849,0,FALSE
40,2,FALSE,67,65849.6309960282,15145.4151290865,0,FALSE
40,3,FALSE,68,67023.3630508683,16085.6071322084,0,FALSE
40,4,FALSE,69,68254.8513689163,16654.1837340156,0,FALSE
41,0,TRUE,45,32905.1146593534,2402.0733701328,16.8145135909296,FALSE
41,1,TRUE,46,34250.5621691334,2842.79666003807,22.7423732803046,FALSE
41,2,TRUE,47,35740.1585692456,2466.07094127794,14.7964256476677,FALSE
41,3,TRUE,48,37178.8695017421,2788.41521263066,19.5189064884146,FALSE
41,4,TRUE,49,38534.6825356087,2350.61563467213,14.1036938080328,FALSE
42,0,FALSE,72,46924.0103138184,6522.43743362076,0,TRUE
42,1,FALSE,73,48301.7745594463,7148.66263479806,0,TRUE
42,2,FALSE,74,49703.8367603089,9727.3734658173,964.007209608674,TRUE
42,3,FALSE,75,50972.5490820483,10638.3120953116,1054.28352206131,TRUE
42,4,FALSE,76,52333.0506230599,11811.919731818,1170.59099466114,TRUE
43,0,FALSE,60,52988.1640251284,9431.89319647285,198.06975712593,FALSE
43,1,FALSE,61,54311.7381431108,9558.86591318751,200.736184176938,FALSE
43,2,FALSE,62,55589.2603524278,10228.4239048467,214.796902001781,FALSE
43,3,FALSE,63,57002.5826257388,10659.4829510132,234.508624922289,FALSE
43,4,FALSE,64,58411.5576298701,10922.9612767857,240.305148089286,FALSE
44,0,TRUE,69,67048.7418269208,16493.9904894225,725.73558153459,TRUE
44,1,TRUE,70,68342.8725072858,15923.8892941976,652.879461062101,TRUE
44,2,TRUE,71,69655.4706521725,21085.1770920623,4240.28221787119,TRUE
44,3,TRUE,72,71095.5609841129,21378.9109504759,4277.97392563923,TRUE
44,4,TRUE,73,72413.7920236232,22354.622181682,4517.92544477151,TRUE
45,0,TRUE,54,42960.443952098,5241.17416215596,47.1705674594036,TRUE
45,1,TRUE,55,44287.9662695305,5801.7235813085,52.2155122317765,TRUE
45,2,TRUE,56,45703.4584816266,9264.39687602221,1557.36844796299,TRUE
45,3,TRUE,57,47070.4106402458,9400.27599412552,1580.21006993827,TRUE
45,4,TRUE,58,48491.9398999321,10217.5762388792,1727.81787575443,TRUE
46,0,TRUE,52,60611.2328084624,12304.0802601179,233.77752494224,FALSE
46,1,TRUE,53,61844.4130584719,13111.015568396,262.220311367921,FALSE
46,2,TRUE,54,63266.869692788,13602.3769839494,285.649916662938,FALSE
46,3,TRUE,55,64720.5629046463,15274.0528454965,351.30321544642,FALSE
46,4,TRUE,56,66058.0200964219,15986.0408633341,367.678939856685,FALSE
47,0,TRUE,70,45618.364241447,6569.04445076836,216.778466875356,TRUE
47,1,TRUE,71,46992.3204952646,6766.8941513181,216.540612842179,TRUE
47,2,TRUE,72,48406.8781417371,9860.80501021272,1864.70306263512,TRUE
47,3,TRUE,73,49700.242605307,9378.76836739465,1745.41241432929,TRUE
47,4,TRUE,74,51028.3243298621,9629.38627617407,1792.05303835382,TRUE
48,0,TRUE,19,23172.1226661439,671.991557318174,1.34398311463635,TRUE
48,1,TRUE,20,24562.0616645317,810.548034929545,1.62109606985909,TRUE
48,2,TRUE,21,25954.8100592565,2458.09419893643,393.54707215103,TRUE
48,3,TRUE,22,27349.9009557834,2262.01983114097,362.155072038439,TRUE
48,4,TRUE,23,28752.6763119684,2780.57620866129,445.177254103988,TRUE
49,0,TRUE,49,43126.8902992405,5304.60750680658,0,TRUE
49,1,TRUE,50,44527.8038516302,5966.72571611845,0,TRUE
49,2,TRUE,51,45846.0066795159,9935.1364431622,1580.70523052049,TRUE
49,3,TRUE,52,47268.8774160554,9818.06215669785,1562.07841668332,TRUE
49,4,TRUE,53,48667.1550434855,8940.48205596947,1422.45321240374,TRUE
50,0,FALSE,66,66448.0296314702,16013.9751411843,960.838508471059,FALSE
50,1,FALSE,67,67857.0667787271,16557.1242940094,1009.98458193457,FALSE
50,2,FALSE,68,69024.6117311772,16565.9068154825,977.388502113469,FALSE
50,3,FALSE,69,70216.6037782047,16149.8188689871,920.539675532264,FALSE
50,4,FALSE,70,71529.3876187612,16737.8767027901,970.796848761828,FALSE
51,0,TRUE,63,48520.7290505663,7811.83737714118,140.613072788541,TRUE
51,1,TRUE,64,50002.8588479031,7850.44883912079,133.457630265053,TRUE
51,2,TRUE,65,51271.1317670582,11213.3396174216,1963.48400867795,TRUE
51,3,TRUE,66,52684.2899236632,12365.3554017264,2189.93558475447,TRUE
51,4,TRUE,67,54064.5608642496,12635.2496672173,2237.7345389226,TRUE
52,0,FALSE,49,42868.2518945118,5229.92673113043,52.2992673113043,FALSE
52,1,FALSE,50,44225.5860116333,5262.84473538436,52.6284473538436,FALSE
52,2,FALSE,51,45711.6374542451,5302.54994469243,47.7229495022319,FALSE
52,3,FALSE,52,47075.6730945748,5272.47538659238,47.4522784793314,FALSE
52,4,FALSE,53,48357.9169357904,5899.66586616643,58.9966586616643,FALSE
53,0,FALSE,74,48581.3577912469,7238.62231089578,86.8634677307494,FALSE
53,1,FALSE,75,49860.5554012805,7678.52553179719,99.8208319133635,FALSE
53,2,FALSE,76,51206.0325761554,7680.90488642331,99.8517635235031,FALSE
53,3,FALSE,77,52598.0419542955,7784.51020923574,101.198632720065,FALSE
53,4,FALSE,78,54091.606018022,7518.73323650506,82.7060656015556,FALSE
54,0,FALSE,46,38342.6293370036,3987.63345104837,59.8145017657256,FALSE
54,1,FALSE,47,39701.1944540381,4843.54572339265,82.3402772976751,FALSE
54,2,FALSE,48,41064.2937133935,4886.65095189383,83.0730661821951,FALSE
54,3,FALSE,49,42388.4548255752,4832.28385011558,77.3165416018492,FALSE
54,4,FALSE,50,43803.0954680762,4424.1126422757,61.9375769918598,FALSE
55,0,TRUE,34,69583.8517303331,17465.5467843136,0,TRUE
55,1,TRUE,35,70788.2177130678,17555.4779928408,0,TRUE
55,2,TRUE,36,72079.1120584119,22611.6997970771,3597.5783870385,TRUE
55,3,TRUE,37,73281.8934109617,22109.6376353019,3517.6990326175,TRUE
55,4,TRUE,38,74685.2276480031,22757.0886484976,3620.71011947262,TRUE
56,0,FALSE,22,47351.9451109902,7339.55149220349,0,FALSE
56,1,FALSE,23,48757.3417113221,7654.90264867758,0,FALSE
56,2,FALSE,24,50225.6721879907,7634.30217257459,0,FALSE
56,3,FALSE,25,51590.990227222,7325.92061226553,0,FALSE
56,4,FALSE,26,53059.234877672,7428.29288287408,0,FALSE
57,0,FALSE,24,42978.0253148155,5157.36303777785,61.8883564533342,TRUE
57,1,FALSE,25,44471.4533870704,5025.27423273896,60.3032907928675,TRUE
57,2,FALSE,26,45881.4843302008,7602.86898663736,844.697892831923,TRUE
57,3,FALSE,27,47194.588046047,7631.68070729382,840.267266854119,TRUE
57,4,FALSE,28,48611.4787254463,7909.41289053236,878.755692609307,TRUE
58,0,FALSE,38,39233.7730239645,4394.18257868403,105.460381888417,TRUE
58,1,FALSE,39,40644.7144931941,4145.7608783058,91.2067393227276,TRUE
58,2,FALSE,40,41987.2978897343,5823.91919102331,687.819524453027,TRUE
58,3,FALSE,41,43418.0910260125,6196.05213781688,737.965414852917,TRUE
58,4,FALSE,42,44915.2002907728,5646.14124342196,649.885077363462,TRUE
59,0,FALSE,52,41633.1948269536,5037.61657406139,45.3385491665525,FALSE
59,1,FALSE,53,43114.4110810822,5475.53020729744,49.2797718656769,FALSE
59,2,FALSE,54,44457.0338207192,5512.67219376918,49.6140497439226,FALSE
59,3,FALSE,55,45815.2036967548,6093.42209166839,60.9342209166839,FALSE
59,4,FALSE,56,47152.7947788417,7214.37760116278,86.5725312139533,FALSE
60,0,TRUE,61,55271.3560479802,10612.1003612122,254.690408669093,FALSE
60,1,TRUE,62,56766.3781954783,10728.8454789454,246.763446015744,FALSE
60,2,TRUE,63,58053.510931679,11146.2740988824,256.364304274295,FALSE
60,3,TRUE,64,59435.5947308136,10579.5358620848,232.749788965866,FALSE
60,4,TRUE,65,60932.5616512672,10845.9959739256,238.611911426362,FALSE
61,0,FALSE,44,51368.8123425219,8527.22284885864,264.343908314618,TRUE
61,1,FALSE,45,52652.0715272387,9056.15630268505,289.797001685922,TRUE
61,2,FALSE,46,54147.0788688991,11409.1518631193,1472.9502403645,TRUE
61,3,FALSE,47,55589.6179500962,11546.3356469673,1479.11467672034,TRUE
61,4,FALSE,48,56885.8436238535,11644.9128627144,1491.74266633191,TRUE
62,0,FALSE,78,62306.7578362797,13769.7934818178,509.482358827259,TRUE
62,1,FALSE,79,63682.3946638503,13755.3972473917,495.1943009061,TRUE
62,2,FALSE,80,65074.3278368888,17030.3870641319,2283.81779765368,TRUE
62,3,FALSE,81,66423.9012326381,17117.8838480444,2295.5513367438,TRUE
62,4,FALSE,82,67730.8257801942,19147.9576942292,2644.38118319287,TRUE
63,0,FALSE,37,40372.5387945183,4279.48911221894,0,FALSE
63,1,FALSE,38,41822.8074491181,4224.10355236093,0,FALSE
63,2,FALSE,39,43228.4300071718,5230.64003086779,0,FALSE
63,3,FALSE,40,44630.3300788241,5400.26993953772,0,FALSE
63,4,FALSE,41,46080.617834906,5253.19043317929,0,FALSE
64,0,FALSE,48,54389.3554639591,9790.08398351264,225.171931620791,TRUE
64,1,FALSE,49,55872.6837386784,10057.0830729621,231.312910678129,TRUE
64,2,FALSE,50,57281.8790602178,13616.2859757447,1662.58281131304,TRUE
64,3,FALSE,51,58709.1137642297,13838.130988235,1703.50877706026,TRUE
64,4,FALSE,52,60045.9590279435,13792.9586087251,1684.15498476371,TRUE
65,0,TRUE,39,29636.2213498186,1807.80950233893,21.6937140280672,TRUE
65,1,TRUE,40,30996.9297250641,2324.76972937981,32.5467762113173,TRUE
65,2,TRUE,41,32428.122393084,4692.56631519615,812.29504775347,TRUE
65,3,TRUE,42,33818.5975417614,5029.05176426164,875.570578215727,TRUE
65,4,TRUE,43,35201.9647815251,5058.75790622648,875.683734442807,TRUE
66,0,FALSE,60,37163.6456890878,3604.87363184152,57.6779781094643,FALSE
66,1,FALSE,61,38594.1823924141,3550.6647801021,53.2599717015315,FALSE
66,2,FALSE,62,39907.8396773774,2594.00957902953,28.5341053693248,FALSE
66,3,FALSE,63,41239.8392555914,3134.22778342494,40.7449611845243,FALSE
66,4,FALSE,64,42547.633998871,3191.07254991532,41.4839431488992,FALSE
67,0,FALSE,35,36722.8485655944,3598.83915942825,35.9883915942825,FALSE
67,1,FALSE,36,38167.0739711207,4236.54521079439,46.6019973187383,FALSE
67,2,FALSE,37,39596.9244946043,4672.4370903633,56.0692450843596,FALSE
67,3,FALSE,38,41053.7163137882,4885.3922413408,58.6247068960896,FALSE
67,4,FALSE,39,42519.4066578174,5442.48405220062,70.7522926786081,FALSE
68,0,FALSE,49,42695.6742017766,5763.91601723984,0,TRUE
68,1,FALSE,50,44121.020597246,6044.5798218227,0,TRUE
68,2,FALSE,51,45452.2605774279,8395.33668946264,831.999010233767,TRUE
68,3,FALSE,52,46796.4062939254,9017.98064850524,893.704594752098,TRUE
68,4,FALSE,53,48263.0894025361,9734.98810301626,964.761839333146,TRUE
69,0,FALSE,68,62111.3606736288,13167.6084628093,566.2071639008,FALSE
69,1,FALSE,69,63485.5755050495,13395.4564315654,576.004626557314,FALSE
69,2,FALSE,70,64863.4807008084,14529.4196769811,668.35330514113,FALSE
69,3,FALSE,71,66075.9705634783,15197.4732296,714.2812417912,FALSE
69,4,FALSE,72,67479.5506935422,15115.4193553535,680.193870990906,FALSE
70,0,FALSE,23,24546.7842760847,1030.96493959556,10.3096493959556,TRUE
70,1,FALSE,24,25987.4803480879,285.862283828967,0.857586851486902,TRUE
70,2,FALSE,25,27366.3796803522,1387.65858216508,137.520460418561,TRUE
70,3,FALSE,26,28841.5036756254,2154.65332828471,226.459491464611,TRUE
70,4,FALSE,27,30203.846385536,2558.46790919648,274.018356775242,TRUE
71,0,FALSE,75,72216.6747824799,19354.0688417046,561.267996409434,FALSE
71,1,FALSE,76,73676.8071263782,20040.0915383749,601.202746151246,FALSE
71,2,FALSE,77,74891.4390199314,20370.4714134213,590.743670989219,FALSE
71,3,FALSE,78,76208.2814359334,21719.360209241,673.300166486471,FALSE
71,4,FALSE,79,77377.0392556986,23832.1280907552,786.460226994921,FALSE
72,0,FALSE,40,41649.5572345122,5081.24598261049,0,FALSE
72,1,FALSE,41,43063.1833481424,5598.21383525851,0,FALSE
72,2,FALSE,42,44525.3640094829,5788.29732123278,0,FALSE
72,3,FALSE,43,45970.2167528706,5562.39622709734,0,FALSE
72,4,FALSE,44,47463.2288442939,5600.66100362668,0,FALSE
73,0,FALSE,73,63510.7321030601,14543.9576516008,276.335195380415,FALSE
73,1,FALSE,74,64938.4722546047,14676.0947295407,278.845799861272,FALSE
73,2,FALSE,75,66147.4456413427,15147.7650518675,287.807535985482,FALSE
73,3,FALSE,76,67638.4206252999,15083.3677994419,271.500620389954,FALSE
